239365.1520,578324.5000,130.00
239390.1520,578324.5000,141.00
239340.1520,578299.5000,202.00
239365.1520,578299.5000,132.00
239390.1520,578299.5000,150.00
239415.1520,578299.5000,-14.00
239440.1520,578299.5000,80.00
239340.1520,578274.5000,-20.00
239365.1520,578274.5000,-15.00
239390.1520,578274.5000,-17.00
239415.1520,578274.5000,-10.00
239440.1520,578274.5000,-9.00
239465.1520,578274.5000,5.00
239315.1520,578249.5000,-15.00
239340.1520,578249.5000,-13.00
239365.1520,578249.5000,-12.00
239390.1520,578249.5000,-11.00
239415.1520,578249.5000,-16.00
239440.1520,578249.5000,-14.00
239465.1520,578249.5000,-15.00
239490.1520,578249.5000,-19.00
239515.1520,578249.5000,-6.00
239540.1520,578249.5000,76.00
239290.1520,578224.5000,46.00
239315.1520,578224.5000,-8.00
239340.1520,578224.5000,-13.00
239365.1520,578224.5000,-10.00
239390.1520,578224.5000,-12.00
239415.1520,578224.5000,-23.00
239440.1520,578224.5000,-17.00
239465.1520,578224.5000,-28.00
239490.1520,578224.5000,-21.00
239515.1520,578224.5000,-6.00
239540.1520,578224.5000,-15.00
239565.1520,578224.5000,-30.00
239590.1520,578224.5000,-27.00
239615.1520,578224.5000,88.00
239265.1520,578199.5000,125.00
239290.1520,578199.5000,61.00
239315.1520,578199.5000,36.00
239340.1520,578199.5000,-11.00
239365.1520,578199.5000,-10.00
239390.1520,578199.5000,-10.00
239415.1520,578199.5000,-12.00
239440.1520,578199.5000,-18.00
239465.1520,578199.5000,-22.00
239490.1520,578199.5000,-22.00
239515.1520,578199.5000,-23.00
239540.1520,578199.5000,-17.00
239565.1520,578199.5000,-27.00
239590.1520,578199.5000,-32.00
239615.1520,578199.5000,-27.00
239640.1520,578199.5000,-22.00
239665.1520,578199.5000,-5.00
239690.1520,578199.5000,65.00
239240.1520,578174.5000,55.00
239265.1520,578174.5000,-15.00
239290.1520,578174.5000,36.00
239315.1520,578174.5000,72.00
239340.1520,578174.5000,100.00
239365.1520,578174.5000,37.00
239390.1520,578174.5000,0.00
239415.1520,578174.5000,-14.00
239440.1520,578174.5000,-28.00
239465.1520,578174.5000,-31.00
239490.1520,578174.5000,-13.00
239515.1520,578174.5000,-20.00
239540.1520,578174.5000,-15.00
239565.1520,578174.5000,-20.00
239590.1520,578174.5000,-28.00
239615.1520,578174.5000,-31.00
239640.1520,578174.5000,-27.00
239665.1520,578174.5000,-13.00
239690.1520,578174.5000,3.00
239715.1520,578174.5000,18.00
239215.1520,578149.5000,54.00
239240.1520,578149.5000,-10.00
239265.1520,578149.5000,-4.00
239290.1520,578149.5000,-3.00
239315.1520,578149.5000,-10.00
239340.1520,578149.5000,20.00
239365.1520,578149.5000,95.00
239390.1520,578149.5000,77.00
239415.1520,578149.5000,20.00
239440.1520,578149.5000,32.00
239465.1520,578149.5000,-20.00
239490.1520,578149.5000,-28.00
239515.1520,578149.5000,-23.00
239540.1520,578149.5000,-16.00
239565.1520,578149.5000,-26.00
239590.1520,578149.5000,-34.00
239615.1520,578149.5000,-31.00
239640.1520,578149.5000,-27.00
239665.1520,578149.5000,-10.00
239690.1520,578149.5000,5.00
239715.1520,578149.5000,5.00
239740.1520,578149.5000,54.00
239190.1520,578124.5000,49.00
239215.1520,578124.5000,0.00
239240.1520,578124.5000,-3.00
239265.1520,578124.5000,-10.00
239290.1520,578124.5000,-14.00
239315.1520,578124.5000,-16.00
239340.1520,578124.5000,-18.00
239365.1520,578124.5000,-16.00
239390.1520,578124.5000,-8.00
239415.1520,578124.5000,77.00
239440.1520,578124.5000,112.00
239465.1520,578124.5000,18.00
239490.1520,578124.5000,29.00
239515.1520,578124.5000,-11.00
239540.1520,578124.5000,-17.00
239565.1520,578124.5000,-24.00
239590.1520,578124.5000,-27.00
239615.1520,578124.5000,-32.00
239640.1520,578124.5000,-28.00
239665.1520,578124.5000,-14.00
239690.1520,578124.5000,26.00
239715.1520,578124.5000,6.00
239740.1520,578124.5000,24.00
239165.1520,578099.5000,-4.00
239190.1520,578099.5000,-15.00
239215.1520,578099.5000,-10.00
239240.1520,578099.5000,-17.00
239265.1520,578099.5000,-14.00
239290.1520,578099.5000,-12.00
239315.1520,578099.5000,-21.00
239340.1520,578099.5000,-25.00
239365.1520,578099.5000,-19.00
239390.1520,578099.5000,-12.00
239415.1520,578099.5000,-12.00
239440.1520,578099.5000,10.00
239465.1520,578099.5000,83.00
239490.1520,578099.5000,92.00
239515.1520,578099.5000,113.00
239540.1520,578099.5000,25.00
239565.1520,578099.5000,-13.00
239590.1520,578099.5000,-31.00
239615.1520,578099.5000,-14.00
239640.1520,578099.5000,-5.00
239665.1520,578099.5000,5.00
239690.1520,578099.5000,2.00
239715.1520,578099.5000,15.00
239740.1520,578099.5000,26.00
239765.1520,578099.5000,68.00
239140.1520,578074.5000,58.00
239165.1520,578074.5000,0.00
239190.1520,578074.5000,-15.00
239215.1520,578074.5000,-17.00
239240.1520,578074.5000,-20.00
239265.1520,578074.5000,-26.00
239290.1520,578074.5000,-18.00
239315.1520,578074.5000,-23.00
239340.1520,578074.5000,-32.00
239365.1520,578074.5000,-26.00
239390.1520,578074.5000,-22.00
239415.1520,578074.5000,-17.00
239440.1520,578074.5000,-22.00
239465.1520,578074.5000,-20.00
239490.1520,578074.5000,0.00
239515.1520,578074.5000,121.00
239540.1520,578074.5000,180.00
239565.1520,578074.5000,101.00
239590.1520,578074.5000,11.00
239615.1520,578074.5000,-2.00
239640.1520,578074.5000,-9.00
239665.1520,578074.5000,6.00
239690.1520,578074.5000,6.00
239715.1520,578074.5000,20.00
239740.1520,578074.5000,16.00
239765.1520,578074.5000,32.00
239115.1520,578049.5000,68.00
239140.1520,578049.5000,-19.00
239165.1520,578049.5000,-20.00
239190.1520,578049.5000,-12.00
239215.1520,578049.5000,-22.00
239240.1520,578049.5000,-20.00
239265.1520,578049.5000,-22.00
239290.1520,578049.5000,-23.00
239315.1520,578049.5000,-23.00
239340.1520,578049.5000,-28.00
239365.1520,578049.5000,-39.00
239390.1520,578049.5000,-25.00
239415.1520,578049.5000,-19.00
239440.1520,578049.5000,-16.00
239465.1520,578049.5000,-26.00
239490.1520,578049.5000,-26.00
239515.1520,578049.5000,-23.00
239540.1520,578049.5000,-40.00
239565.1520,578049.5000,57.00
239590.1520,578049.5000,149.00
239615.1520,578049.5000,81.00
239640.1520,578049.5000,59.00
239665.1520,578049.5000,3.00
239690.1520,578049.5000,4.00
239715.1520,578049.5000,17.00
239740.1520,578049.5000,13.00
239765.1520,578049.5000,30.00
239790.1520,578049.5000,115.00
239090.1520,578024.5000,127.00
239115.1520,578024.5000,-10.00
239140.1520,578024.5000,-7.00
239165.1520,578024.5000,-13.00
239190.1520,578024.5000,-18.00
239215.1520,578024.5000,-16.00
239240.1520,578024.5000,-17.00
239265.1520,578024.5000,-23.00
239290.1520,578024.5000,-15.00
239315.1520,578024.5000,-17.00
239340.1520,578024.5000,-21.00
239365.1520,578024.5000,-20.00
239390.1520,578024.5000,-21.00
239415.1520,578024.5000,-18.00
239440.1520,578024.5000,-17.00
239465.1520,578024.5000,-26.00
239490.1520,578024.5000,-2.00
239515.1520,578024.5000,-17.00
239540.1520,578024.5000,-23.00
239565.1520,578024.5000,-12.00
239590.1520,578024.5000,21.00
239615.1520,578024.5000,25.00
239640.1520,578024.5000,144.00
239665.1520,578024.5000,129.00
239690.1520,578024.5000,41.00
239715.1520,578024.5000,20.00
239740.1520,578024.5000,15.00
239765.1520,578024.5000,12.00
239790.1520,578024.5000,28.00
239065.1520,577999.5000,123.00
239090.1520,577999.5000,-15.00
239115.1520,577999.5000,-11.00
239140.1520,577999.5000,-9.00
239165.1520,577999.5000,-15.00
239190.1520,577999.5000,-18.00
239215.1520,577999.5000,-20.00
239240.1520,577999.5000,-20.00
239265.1520,577999.5000,-15.00
239290.1520,577999.5000,4.00
239315.1520,577999.5000,-15.00
239340.1520,577999.5000,-19.00
239365.1520,577999.5000,-20.00
239390.1520,577999.5000,-26.00
239415.1520,577999.5000,-20.00
239440.1520,577999.5000,-27.00
239465.1520,577999.5000,-23.00
239490.1520,577999.5000,-27.00
239515.1520,577999.5000,-26.00
239540.1520,577999.5000,-21.00
239565.1520,577999.5000,23.00
239590.1520,577999.5000,-27.00
239615.1520,577999.5000,-24.00
239640.1520,577999.5000,43.00
239665.1520,577999.5000,61.00
239690.1520,577999.5000,140.00
239715.1520,577999.5000,67.00
239740.1520,577999.5000,21.00
239765.1520,577999.5000,13.00
239790.1520,577999.5000,31.00
239815.1520,577999.5000,104.00
239065.1520,577974.5000,67.00
239090.1520,577974.5000,-10.00
239115.1520,577974.5000,-8.00
239140.1520,577974.5000,-9.00
239165.1520,577974.5000,-7.00
239190.1520,577974.5000,-16.00
239215.1520,577974.5000,-15.00
239240.1520,577974.5000,-12.00
239265.1520,577974.5000,-20.00
239290.1520,577974.5000,-16.00
239315.1520,577974.5000,-20.00
239340.1520,577974.5000,-11.00
239365.1520,577974.5000,-18.00
239390.1520,577974.5000,-20.00
239415.1520,577974.5000,-18.00
239440.1520,577974.5000,-17.00
239465.1520,577974.5000,-22.00
239490.1520,577974.5000,-10.00
239515.1520,577974.5000,-21.00
239540.1520,577974.5000,-23.00
239565.1520,577974.5000,-24.00
239590.1520,577974.5000,-25.00
239615.1520,577974.5000,-25.00
239640.1520,577974.5000,-7.00
239665.1520,577974.5000,-7.00
239690.1520,577974.5000,15.00
239715.1520,577974.5000,31.00
239740.1520,577974.5000,104.00
239765.1520,577974.5000,93.00
239790.1520,577974.5000,77.00
239815.1520,577974.5000,57.00
239040.1520,577949.5000,117.00
239065.1520,577949.5000,-3.00
239090.1520,577949.5000,-7.00
239115.1520,577949.5000,-16.00
239140.1520,577949.5000,-8.00
239165.1520,577949.5000,-18.00
239190.1520,577949.5000,-7.00
239215.1520,577949.5000,-12.00
239240.1520,577949.5000,-16.00
239265.1520,577949.5000,-20.00
239290.1520,577949.5000,-18.00
239315.1520,577949.5000,-21.00
239340.1520,577949.5000,-19.00
239365.1520,577949.5000,-19.00
239390.1520,577949.5000,-20.00
239415.1520,577949.5000,-26.00
239440.1520,577949.5000,-24.00
239465.1520,577949.5000,-26.00
239490.1520,577949.5000,-19.00
239515.1520,577949.5000,-21.00
239540.1520,577949.5000,-19.00
239565.1520,577949.5000,-15.00
239590.1520,577949.5000,-22.00
239615.1520,577949.5000,-14.00
239640.1520,577949.5000,-25.00
239665.1520,577949.5000,-20.00
239690.1520,577949.5000,-14.00
239715.1520,577949.5000,0.00
239740.1520,577949.5000,28.00
239765.1520,577949.5000,77.00
239790.1520,577949.5000,103.00
239815.1520,577949.5000,31.00
239840.1520,577949.5000,20.00
239865.1520,577949.5000,90.00
239040.1520,577924.5000,28.00
239065.1520,577924.5000,-7.00
239090.1520,577924.5000,-8.00
239115.1520,577924.5000,-9.00
239140.1520,577924.5000,-13.00
239165.1520,577924.5000,-2.00
239190.1520,577924.5000,-14.00
239215.1520,577924.5000,-14.00
239240.1520,577924.5000,-14.00
239265.1520,577924.5000,-20.00
239290.1520,577924.5000,-14.00
239315.1520,577924.5000,-20.00
239340.1520,577924.5000,-23.00
239365.1520,577924.5000,-15.00
239390.1520,577924.5000,-20.00
239415.1520,577924.5000,-19.00
239440.1520,577924.5000,-22.00
239465.1520,577924.5000,-35.00
239490.1520,577924.5000,-15.00
239515.1520,577924.5000,-22.00
239540.1520,577924.5000,-23.00
239565.1520,577924.5000,-31.00
239590.1520,577924.5000,-27.00
239615.1520,577924.5000,-26.00
239640.1520,577924.5000,-26.00
239665.1520,577924.5000,-23.00
239690.1520,577924.5000,-26.00
239715.1520,577924.5000,5.00
239740.1520,577924.5000,14.00
239765.1520,577924.5000,-9.00
239790.1520,577924.5000,6.00
239815.1520,577924.5000,42.00
239840.1520,577924.5000,107.00
239865.1520,577924.5000,142.00
239890.1520,577924.5000,125.00
239915.1520,577924.5000,161.00
239015.1520,577899.5000,162.00
239040.1520,577899.5000,-22.00
239065.1520,577899.5000,-19.00
239090.1520,577899.5000,-18.00
239115.1520,577899.5000,-6.00
239140.1520,577899.5000,0.00
239165.1520,577899.5000,0.00
239190.1520,577899.5000,-9.00
239215.1520,577899.5000,-13.00
239240.1520,577899.5000,-20.00
